
yolov5n,640,0.6,0.3,0.5,11,9,0.818,11_9,0.3,3.9,0.3,4.3
yolov5n,640,0.4,0.15,0.5,213,201,0.944,9_201,0.3,4.0,0.7,28.3
yolo5n6,640,0.4,0.15,0.5,86,77,0.895,10_77,0.3,4.9,0.7,23.7
6yolo5s6,640,0.4,0.45,0.5,405,347,0.857,7_347,0.3,7.5,0.7,24.4
yolov5m,640,0.5,0.15,0.5,301,2384,0.126,8_2384,0.3,13.2,0.7,21.5
yolov5n,640,0.5,0.45,0.5,272,201,0.739,9_201,0.3,3.9,0.7,26.6
yolo5n6,640,0.6,0.45,0.5,240,201,0.838,9_201,0.3,5.0,0.7,22.4
6yolo5n6,640,0.4,0.3,0.5,351,347,0.989,7_347,0.3,5.0,0.7,24.6
yolov5m,640,0.6,0.45,0.5,369,2384,0.155,8_2384,0.3,13.2,0.7,20.7
7yolov5s,640,0.4,0.15,0.5,333,347,0.96,7_347,0.3,3.9,0.7,26.1
yolov5n,640,0.6,0.15,0.5,10,9,0.9,11_9,0.3,3.9,0.4,4.3
yolov5m,640,0.4,0.3,0.5,11,9,0.818,11_9,0.3,13.3,0.4,4.6
yolov5n,640,0.4,0.45,0.5,445,347,0.78,7_347,0.3,3.9,0.7,25.4
yolov5m,640,0.4,0.45,0.5,11,9,0.818,11_9,0.3,13.2,0.4,4.5
yolov5m,640,0.4,0.3,0.5,130,77,0.592,10_77,0.3,13.8,0.7,25.7
yolov5m,640,0.5,0.45,0.5,264,201,0.761,9_201,0.3,14.0,0.7,26.3
yolov5n,640,0.5,0.3,0.5,11,9,0.818,11_9,0.3,3.9,0.4,4.4
yolov5s,640,0.6,0.15,0.5,164,201,0.816,9_201,0.3,4.0,0.7,25.3
yolov5n,640,0.4,0.45,0.5,412,2384,0.173,8_2384,0.3,4.0,0.7,22.9
yolov5s,640,0.6,0.3,0.5,114,77,0.675,10_77,0.3,3.9,0.7,23.9
yolo5s6,640,0.4,0.45,0.5,129,77,0.597,10_77,0.3,7.7,0.8,24.3
yolov5m,640,0.6,0.15,0.5,91,77,0.846,10_77,0.3,13.6,0.7,25.3
yolo5s6,640,0.4,0.3,0.5,226,201,0.889,9_201,0.3,7.7,0.7,25.8
yolo5n6,640,0.4,0.15,0.5,179,201,0.891,9_201,0.3,5.1,0.7,25.3
yolo5s6,640,0.5,0.3,0.5,111,77,0.694,10_77,0.3,7.7,0.7,23.7
yolov5n,640,0.4,0.3,0.5,369,2384,0.155,8_2384,0.3,4.0,0.7,23.2
yolo5n6,640,0.4,0.3,0.5,105,77,0.733,10_77,0.3,5.0,0.7,24.0
yolo5s6,640,0.5,0.3,0.5,229,201,0.878,9_201,0.3,7.6,0.7,24.8
yolov5m,640,0.4,0.3,0.5,398,347,0.872,7_347,0.3,14.0,0.7,25.4
yolov5s,640,0.6,0.3,0.5,347,2384,0.146,8_2384,0.3,4.0,0.7,21.1
yolov5n,640,0.4,0.15,0.5,100,77,0.77,10_77,0.3,3.9,0.7,25.4
yolov5s,640,0.5,0.3,0.5,116,77,0.664,10_77,0.3,3.9,0.7,24.2
7yolo5s6,640,0.5,0.15,0.5,319,347,0.919,7_347,0.3,7.8,0.8,25.2
yolo5s6,640,0.5,0.45,0.5,10,9,0.9,11_9,0.3,6.8,0.4,4.4
yolov5m,640,0.6,0.3,0.5,11,9,0.818,11_9,0.3,13.3,0.4,4.6
yolo5n6,640,0.6,0.3,0.5,10,9,0.9,11_9,0.3,5.1,0.3,4.2
yolo5n6,640,0.4,0.45,0.5,11,9,0.818,11_9,0.3,5.0,0.3,4.3
yolo5n6,640,0.5,0.3,0.5,10,9,0.9,11_9,0.3,5.0,0.3,4.2
yolo5n6,640,0.6,0.3,0.5,95,77,0.811,10_77,0.3,5.1,0.7,21.6
yolov5m,640,0.5,0.45,0.5,271,201,0.742,9_201,0.3,14.0,0.7,26.4
yolo5s6,640,0.5,0.15,0.5,182,201,0.905,9_201,0.3,7.6,0.7,24.5
yolov5m,640,0.6,0.15,0.5,94,77,0.819,10_77,0.3,13.7,0.7,24.7
yolo5s6,640,0.6,0.45,0.5,9,9,1,11_9,0.3,6.7,0.4,4.3
yolov5m,640,0.6,0.3,0.5,125,77,0.616,10_77,0.3,13.5,0.7,24.6
yolov5s,640,0.4,0.3,0.5,126,77,0.611,10_77,0.3,3.9,0.7,25.0
yolo5s6,640,0.5,0.15,0.5,250,2384,0.105,8_2384,0.3,7.7,0.8,20.4
7yolo5n6,640,0.5,0.15,0.5,285,347,0.821,7_347,0.3,5.1,0.7,24.1
yolov5m,640,0.5,0.3,0.5,397,347,0.874,7_347,0.3,14.0,0.7,24.9
yolo5n6,640,0.6,0.45,0.5,330,2384,0.138,8_2384,0.3,5.2,0.7,19.6
yolo5n6,640,0.4,0.3,0.5,213,201,0.944,9_201,0.3,5.0,0.7,25.0
yolo5s6,640,0.5,0.15,0.5,9,9,1,11_9,0.3,6.7,0.4,4.3
yolov5s,640,0.6,0.45,0.5,10,9,0.9,11_9,0.3,3.9,0.4,4.3
7yolov5n,640,0.5,0.15,0.5,323,347,0.931,7_347,0.3,3.9,0.7,24.9
6yolo5s6,640,0.4,0.3,0.5,378,347,0.918,7_347,0.3,7.6,0.7,24.6
yolov5n,640,0.6,0.45,0.5,137,77,0.562,10_77,0.3,3.9,0.7,23.4
yolov5m,640,0.6,0.15,0.5,324,347,0.934,7_347,0.3,13.9,0.7,24.1
yolo5n6,640,0.4,0.15,0.5,6,9,0.667,11_9,0.3,5.2,0.4,4.4
yolov5n,640,0.5,0.45,0.5,451,347,0.769,7_347,0.3,3.8,0.7,24.7
yolo5n6,640,0.5,0.15,0.5,162,201,0.806,9_201,0.3,5.0,0.7,24.7
yolov5m,640,0.6,0.3,0.5,396,347,0.876,7_347,0.3,13.9,0.7,24.5
yolo5s6,640,0.6,0.3,0.5,9,9,1,11_9,0.3,6.7,0.4,4.3
7yolov5s,640,0.5,0.15,0.5,322,347,0.928,7_347,0.3,3.9,0.7,25.2
yolo5s6,640,0.4,0.3,0.5,9,9,1,11_9,0.3,6.7,0.4,4.3
yolo5s6,640,0.4,0.45,0.5,9,9,1,11_9,0.3,6.8,0.4,4.4
yolo5n6,640,0.4,0.3,0.5,316,2384,0.133,8_2384,0.3,5.1,0.7,20.7
yolov5m,640,0.4,0.3,0.5,244,201,0.824,9_201,0.3,14.0,0.7,27.1
yolov5m,640,0.5,0.3,0.5,391,347,0.887,7_347,0.3,13.8,0.7,24.9
yolov5m,640,0.4,0.45,0.5,372,2384,0.156,8_2384,0.3,13.3,0.8,22.1
yolov5m,640,0.5,0.15,0.5,204,201,0.985,9_201,0.3,14.0,0.7,26.6
yolov5s,640,0.6,0.45,0.5,12,9,0.75,11_9,0.3,3.9,0.4,4.5
7yolo5n6,640,0.6,0.15,0.5,272,347,0.784,7_347,0.3,5.0,0.7,22.6
yolov5s,640,0.6,0.45,0.5,374,2384,0.157,8_2384,0.3,4.1,0.7,21.5
yolov5s,640,0.5,0.15,0.5,307,2384,0.129,8_2384,0.3,4.0,0.7,22.3
yolo5n6,640,0.4,0.45,0.5,357,2384,0.15,8_2384,0.3,5.0,0.7,20.5
6yolov5s,640,0.6,0.3,0.5,392,347,0.885,7_347,0.3,3.9,0.7,24.6
yolo5s6,640,0.5,0.3,0.5,10,9,0.9,11_9,0.3,6.7,0.4,4.3
yolo5s6,640,0.5,0.45,0.5,9,9,1,11_9,0.3,6.8,0.4,4.3
yolov5n,640,0.5,0.15,0.5,296,2384,0.124,8_2384,0.3,3.9,0.7,22.2
yolov5n,640,0.4,0.3,0.5,132,77,0.583,10_77,0.3,4.0,0.7,25.7
yolo5n6,640,0.6,0.15,0.5,6,9,0.667,11_9,0.3,5.1,0.3,4.2
yolo5s6,640,0.6,0.15,0.5,6,9,0.667,11_9,0.3,6.7,0.4,4.3
yolo5n6,640,0.5,0.45,0.5,235,201,0.855,9_201,0.3,5.0,0.7,24.4
yolov5s,640,0.4,0.45,0.5,142,77,0.542,10_77,0.3,4.0,0.7,25.5
6yolov5s,640,0.6,0.3,0.5,375,347,0.925,7_347,0.3,4.0,0.7,24.3
yolo5n6,640,0.6,0.3,0.5,288,2384,0.121,8_2384,0.3,5.1,0.7,19.3
yolo5s6,640,0.5,0.3,0.5,312,2384,0.131,8_2384,0.3,7.6,0.7,20.1
yolov5s,640,0.4,0.45,0.5,11,9,0.818,11_9,0.3,3.9,0.4,4.5
yolo5s6,640,0.6,0.3,0.5,223,201,0.901,9_201,0.3,7.6,0.8,23.4
yolov5s,640,0.6,0.15,0.5,273,2384,0.115,8_2384,0.3,4.0,0.7,21.2
yolov5n,640,0.4,0.3,0.5,13,9,0.692,11_9,0.3,3.8,0.4,4.5
yolov5m,640,0.6,0.3,0.5,334,2384,0.14,8_2384,0.3,13.2,0.7,20.7
yolov5n,640,0.4,0.45,0.5,329,201,0.611,9_201,0.3,3.9,0.7,28.4
yolov5n,640,0.6,0.3,0.5,117,77,0.658,10_77,0.3,4.0,0.7,23.3
yolo5n6,640,0.6,0.45,0.5,354,2384,0.148,8_2384,0.3,5.1,0.7,19.4
yolov5m,640,0.4,0.45,0.5,11,9,0.818,11_9,0.3,13.3,0.4,4.6
yolov5m,640,0.6,0.3,0.5,11,9,0.818,11_9,0.3,13.3,0.4,4.5
yolo5s6,640,0.5,0.45,0.5,338,2384,0.142,8_2384,0.3,7.7,0.7,20.5
7yolo5n6,640,0.6,0.15,0.5,269,347,0.775,7_347,0.3,5.0,0.7,22.6
yolov5n,640,0.5,0.3,0.5,125,77,0.616,10_77,0.3,3.8,0.7,24.1
yolov5s,640,0.4,0.45,0.5,407,2384,0.171,8_2384,0.3,3.9,0.7,23.0
6yolov5n,640,0.6,0.3,0.5,411,347,0.844,7_347,0.3,4.0,0.7,24.4
6yolo5n6,640,0.5,0.45,0.5,389,347,0.892,7_347,0.3,5.0,0.7,23.6
yolo5s6,640,0.4,0.45,0.5,340,2384,0.143,8_2384,0.3,7.6,0.7,20.3
6yolo5s6,640,0.5,0.3,0.5,380,347,0.913,7_347,0.3,7.7,0.7,24.4
yolov5n,640,0.4,0.15,0.5,303,2384,0.127,8_2384,0.3,4.0,0.7,23.0
yolov5m,640,0.5,0.3,0.5,11,9,0.818,11_9,0.3,13.3,0.4,4.6
yolov5n,640,0.5,0.45,0.5,443,347,0.783,7_347,0.3,3.9,0.7,24.9
yolo5s6,640,0.6,0.45,0.5,10,9,0.9,11_9,0.3,6.7,0.4,4.3
yolov5s,640,0.5,0.15,0.5,183,201,0.91,9_201,0.3,3.9,0.7,26.1
yolov5s,640,0.5,0.45,0.5,130,77,0.592,10_77,0.3,3.9,0.7,24.7
yolov5m,640,0.5,0.3,0.5,244,201,0.824,9_201,0.3,14.0,0.7,26.4
7yolov5n,640,0.6,0.15,0.5,306,347,0.882,7_347,0.3,4.0,0.7,24.2
yolo5n6,640,0.5,0.3,0.5,211,201,0.953,9_201,0.3,5.1,0.7,24.6
yolov5n,640,0.6,0.3,0.5,366,2384,0.154,8_2384,0.3,4.0,0.7,21.2
yolo5n6,640,0.6,0.15,0.5,156,201,0.776,9_201,0.3,5.0,0.7,22.5
yolov5s,640,0.5,0.3,0.5,114,77,0.675,10_77,0.3,3.9,0.7,24.8
yolov5s,640,0.4,0.3,0.5,246,201,0.817,9_201,0.3,3.9,0.7,27.3
yolov5m,640,0.6,0.3,0.5,254,201,0.791,9_201,0.3,13.9,0.7,25.5
yolov5s,640,0.4,0.15,0.5,93,77,0.828,10_77,0.3,4.0,0.7,25.4
yolov5s,640,0.6,0.15,0.5,264,2384,0.111,8_2384,0.3,4.0,0.7,20.8
yolo5s6,640,0.5,0.3,0.5,232,201,0.866,9_201,0.3,7.6,0.7,25.0
yolo5n6,640,0.5,0.15,0.5,79,77,0.975,10_77,0.3,5.1,0.7,23.1
6yolov5s,640,0.4,0.3,0.5,403,347,0.861,7_347,0.3,3.8,0.7,25.7
yolov5s,640,0.4,0.15,0.5,198,201,0.985,9_201,0.3,3.9,0.7,27.8
yolo5n6,640,0.6,0.3,0.5,305,2384,0.128,8_2384,0.3,5.2,0.7,19.7
yolo5n6,640,0.6,0.15,0.5,155,201,0.771,9_201,0.3,5.0,0.7,22.9
yolov5n,640,0.6,0.45,0.5,12,9,0.75,11_9,0.3,3.9,0.4,4.3
yolo5s6,640,0.6,0.45,0.5,343,2384,0.144,8_2384,0.3,7.6,0.7,20.0
yolov5s,640,0.4,0.45,0.5,11,9,0.818,11_9,0.3,3.9,0.4,4.6
yolo5s6,640,0.6,0.15,0.5,174,201,0.866,9_201,0.3,7.5,0.7,22.9
6yolov5s,640,0.6,0.45,0.5,431,347,0.805,7_347,0.3,3.9,0.7,24.8
yolo5s6,640,0.6,0.45,0.5,123,77,0.626,10_77,0.3,7.7,0.7,23.3
yolov5m,640,0.6,0.15,0.5,287,2384,0.12,8_2384,0.3,13.2,0.7,20.5
yolov5n,640,0.5,0.15,0.5,10,9,0.9,11_9,0.3,3.9,0.4,4.4
yolo5n6,640,0.6,0.15,0.5,71,77,0.922,10_77,0.3,5.0,0.7,21.5
yolov5s,640,0.5,0.3,0.5,226,201,0.889,9_201,0.3,3.9,0.7,26.1
6yolov5s,640,0.5,0.3,0.5,385,347,0.901,7_347,0.3,3.9,0.7,24.8
yolov5m,640,0.4,0.3,0.5,344,2384,0.144,8_2384,0.3,13.2,0.8,22.1
yolov5n,640,0.5,0.45,0.5,416,2384,0.174,8_2384,0.3,4.0,0.7,22.0
yolov5n,640,0.6,0.15,0.5,85,77,0.906,10_77,0.3,3.9,0.7,23.5
yolo5n6,640,0.4,0.45,0.5,133,77,0.579,10_77,0.3,5.1,0.7,24.3
