
yolo5n6	[640, 640]	0.5	0.3	0.5	647	717	0.902370990237099	1_717	0.3	5.0	0.7	26.1
yolo5n6	[640, 640]	0.5	0.3	0.5	647	717	0.902370990237099	1_717	0.3	5.0	0.7	26.1
yolo5s6	[640, 640]	0.4	0.45	0.5	771	717	0.9299610894941635	1_717	0.4	7.8	0.8	28.5
yolo5s6	[640, 640]	0.5	0.15	0.5	504	717	0.702928870292887	1_717	0.3	7.8	0.8	27.6
yolo5s6	[640, 640]	0.7	0.15	0.5	408	717	0.5690376569037657	1_717	0.3	7.8	0.8	25.2
yolov5m	[640, 640]	0.4	0.3	0.5	783	717	0.9157088122605364	1_717	0.3	14.4	0.7	28.5
yolov5n	[640, 640]	0.4	0.15	0.5	595	717	0.8298465829846583	1_717	0.3	3.9	0.7	27.1
yolov5s	[640, 640]	0.5	0.45	0.5	774	717	0.9263565891472868	1_717	0.3	3.8	0.7	25.9
yolov5m	[640, 640]	0.5	0.3	0.5	767	717	0.9348109517601043	1_717	0.3	14.2	0.7	27.5
yolo5s6	[640, 640]	0.7	0.45	0.5	783	717	0.9157088122605364	1_717	0.4	7.8	0.8	25.7
yolov5n	[640, 640]	0.7	0.15	0.5	195	289	0.6747404844290658	2_289	0.3	3.8	0.7	17.9
yolo5s6	[640, 640]	0.7	0.3	0.5	281	289	0.972318339100346	2_289	0.3	7.6	0.7	18.7
yolo5s6	[640, 640]	0.4	0.3	0.5	289	289	1	2_289	0.3	7.6	0.7	20.7
yolov5m	[640, 640]	0.7	0.15	0.5	209	289	0.7231833910034602	2_289	0.3	13.1	0.7	18.8
yolov5s	[640, 640]	0.5	0.3	0.5	719	717	0.9972183588317107	1_717	0.3	3.8	0.7	26.6
yolov5n	[640, 640]	0.7	0.3	0.5	258	289	0.8927335640138409	2_289	0.3	4.0	0.7	17.7
yolov5m	[640, 640]	0.5	0.3	0.5	724	717	0.9903314917127072	1_717	0.3	14.1	0.7	26.9
yolo5s6	[640, 640]	0.5	0.3	0.5	695	717	0.9693165969316597	1_717	0.3	7.8	0.8	27.6
yolov5n	[640, 640]	0.4	0.15	0.5	623	717	0.8688981868898187	1_717	0.3	3.8	0.7	27.5
yolov5n	[640, 640]	0.6	0.45	0.5	774	717	0.9263565891472868	1_717	0.3	3.9	0.7	24.2
yolov5m	[640, 640]	0.7	0.3	0.5	700	717	0.9762900976290098	1_717	0.3	13.7	0.7	24.4
yolov5m	[640, 640]	0.7	0.15	0.5	495	717	0.6903765690376569	1_717	0.3	13.9	0.7	25.4
yolov5n	[640, 640]	0.5	0.15	0.5	562	717	0.7838214783821479	1_717	0.3	4.0	0.7	26.1
yolov5s	[640, 640]	0.4	0.15	0.5	564	717	0.7866108786610879	1_717	0.3	3.9	0.7	27.4
yolov5m	[640, 640]	0.6	0.45	0.5	810	717	0.8851851851851852	1_717	0.3	14.0	0.7	26.3
yolo5s6	[640, 640]	0.5	0.15	0.5	503	717	0.701534170153417	1_717	0.4	7.8	0.8	28.2
yolo5n6	[640, 640]	0.5	0.45	0.5	755	717	0.9496688741721855	1_717	0.3	5.0	0.7	26.3
yolov5s	[640, 640]	0.4	0.45	0.5	874	717	0.8203661327231121	1_717	0.3	3.8	0.7	27.8
yolov5s	[640, 640]	0.7	0.45	0.5	742	717	0.9663072776280324	1_717	0.4	4.0	0.7	24.3
yolo5n6	[640, 640]	0.5	0.15	0.5	446	717	0.6220362622036262	1_717	0.3	5.1	0.7	26.3
yolov5s	[640, 640]	0.4	0.15	0.5	604	717	0.8423988842398884	1_717	0.3	3.8	0.7	27.8
yolov5n	[640, 640]	0.4	0.3	0.5	767	717	0.9348109517601043	1_717	0.3	3.8	0.7	27.6
yolo5s6	[640, 640]	0.5	0.15	0.5	217	289	0.7508650519031141	2_289	0.3	7.6	0.7	20.0
yolo5n6	[640, 640]	0.4	0.15	0.5	207	289	0.7162629757785467	2_289	0.3	5.0	0.7	20.2
yolo5n6	[640, 640]	0.7	0.45	0.5	760	717	0.9434210526315789	1_717	0.3	4.9	0.7	23.2
yolo5s6	[640, 640]	0.6	0.3	0.5	672	717	0.9372384937238494	1_717	0.4	7.8	0.8	26.8
yolov5n	[640, 640]	0.6	0.15	0.5	549	717	0.7656903765690377	1_717	0.3	3.8	0.7	25.3
yolov5n	[640, 640]	0.7	0.45	0.5	736	717	0.9741847826086957	1_717	0.3	4.0	0.7	22.2
yolov5s	[640, 640]	0.4	0.45	0.5	794	717	0.9030226700251889	1_717	0.3	3.8	0.7	27.1
yolov5s	[640, 640]	0.7	0.45	0.5	326	289	0.8865030674846626	2_289	0.3	3.8	0.7	17.7
yolov5s	[640, 640]	0.6	0.45	0.5	745	717	0.9624161073825503	1_717	0.4	4.1	0.8	25.7
yolo5s6	[640, 640]	0.7	0.15	0.5	184	289	0.6366782006920415	2_289	0.3	7.6	0.7	19.0
yolo5n6	[640, 640]	0.6	0.15	0.5	171	289	0.5916955017301038	2_289	0.3	5.1	0.7	17.9
yolov5s	[640, 640]	0.5	0.15	0.5	527	717	0.7350069735006973	1_717	0.3	3.9	0.7	26.7
yolov5n	[640, 640]	0.4	0.45	0.5	840	717	0.8535714285714285	1_717	0.3	3.8	0.7	27.5
yolov5s	[640, 640]	0.5	0.45	0.5	369	289	0.7831978319783198	2_289	0.3	3.9	0.7	20.3
yolo5n6	[640, 640]	0.7	0.15	0.5	154	289	0.532871972318339	2_289	0.3	5.0	0.7	17.3
yolo5n6	[640, 640]	0.5	0.45	0.5	308	289	0.9383116883116883	2_289	0.3	5.0	0.7	18.8
yolov5s	[640, 640]	0.7	0.45	0.5	709	717	0.9888423988842399	1_717	0.3	4.0	0.7	23.2
yolov5s	[640, 640]	0.7	0.15	0.5	419	717	0.5843793584379359	1_717	0.4	4.0	0.7	23.2
yolov5s	[640, 640]	0.7	0.3	0.5	275	289	0.9515570934256056	2_289	0.3	3.9	0.7	17.8
yolo5n6	[640, 640]	0.4	0.15	0.5	510	717	0.7112970711297071	1_717	0.3	5.1	0.7	27.8
yolov5n	[640, 640]	0.5	0.15	0.5	591	717	0.8242677824267782	1_717	0.3	3.9	0.7	26.6
yolov5n	[640, 640]	0.7	0.3	0.5	294	289	0.9829931972789115	2_289	0.3	3.7	0.7	17.9
